id,name,settlement_type,megye,jaras,terulet_hektar,population,lakasok_szama,latitude,longitude,climate_zone,data_source,created_at,updated_at,region_priority
857,"Gamás","község",Somogy,"Fonyódi",4292.0,650,362,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
858,Ganna,"község","Veszprém","Pápai",1547.0,258,125,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
859,"Gánt","község","Fejér",Bicskei,5815.0,731,308,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
860,Gara,"község","Bács-Kiskun",Bajai,5996.0,2065,894,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
861,"Garáb","község","Nógrád","Pásztói",820.0,50,38,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
862,Garabonc,"község",Zala,Nagykanizsai,1856.0,630,292,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
863,Garadna,"község","Borsod-Abaúj-Zemplén",Encsi,975.0,357,188,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
864,Garbolc,"község","Szabolcs-Szatmár-Bereg","Fehérgyarmati",723.0,141,70,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
865,"Gárdony","város","Fejér","Gárdonyi",6353.0,13750,6380,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",7
866,"Garé","község",Baranya,"Siklósi",853.0,279,110,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
867,Gasztony,"község",Vas,"Szentgotthárdi",1427.0,419,211,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
868,"Gátér","község","Bács-Kiskun","Kiskunfélegyházi",3089.0,860,449,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
869,"Gávavencsellő","nagyközség","Szabolcs-Szatmár-Bereg","Ibrányi",6682.0,3278,1469,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
870,"Géberjén","község","Szabolcs-Szatmár-Bereg","Mátészalkai",538.0,432,198,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
871,Gecse,"község","Veszprém","Pápai",933.0,387,178,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
872,"Géderlak","község","Bács-Kiskun",Kalocsai,1894.0,859,460,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
873,"Gégény","község","Szabolcs-Szatmár-Bereg",Kemecsei,2344.0,1738,714,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
874,Gelej,"község","Borsod-Abaúj-Zemplén","Mezőcsáti",3212.0,540,233,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
875,"Gelénes","község","Szabolcs-Szatmár-Bereg","Vásárosnaményi",2055.0,520,237,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
876,"Gellénháza","község",Zala,Zalaegerszegi,523.0,1466,643,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
877,Gelse,"község",Zala,Nagykanizsai,2247.0,975,439,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
878,Gelsesziget,"község",Zala,Nagykanizsai,498.0,248,104,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
879,Gemzse,"község","Szabolcs-Szatmár-Bereg","Vásárosnaményi",1359.0,827,269,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
880,"Gencsapáti","község",Vas,Szombathelyi,2239.0,2684,974,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
881,"Gérce","község",Vas,"Sárvári",1830.0,1078,483,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
882,Gerde,"község",Baranya,"Szentlőrinci",1276.0,483,187,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
883,"Gerendás","község","Békés","Békéscsabai",4078.0,1045,649,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
884,"Gerényes","község",Baranya,"Hegyháti",1234.0,219,95,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
885,Geresdlak,"község",Baranya,"Pécsváradi",2528.0,734,385,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
886,Gerjen,"község",Tolna,Paksi,3628.0,1151,568,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
887,"Gersekarát","község",Vas,"Vasvári",1992.0,648,333,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
888,Geszt,"község","Békés",Sarkadi,5139.0,653,327,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
889,Gesztely,"község","Borsod-Abaúj-Zemplén",Miskolci,2882.0,2628,936,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
890,"Geszteréd","község","Szabolcs-Szatmár-Bereg","Nagykállói",3352.0,1609,742,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
891,"Gétye","község",Zala,Keszthelyi,666.0,90,91,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
892,"Gibárt","község","Borsod-Abaúj-Zemplén","Gönci",533.0,334,139,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
893,Gic,"község","Veszprém","Pápai",1968.0,326,145,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
894,Gige,"község",Somogy,"Kaposvári",1319.0,390,124,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
895,"Gilvánfa","község",Baranya,Sellyei,1543.0,332,118,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
896,Girincs,"község","Borsod-Abaúj-Zemplén","Tiszaújvárosi",1120.0,880,286,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
897,"Gógánfa","község","Veszprém","Sümegi",1317.0,696,313,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
898,Golop,"község","Borsod-Abaúj-Zemplén",Szerencsi,943.0,540,291,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
899,Gomba,"község",Pest,Monori,3971.0,3193,1239,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
900,Gombosszeg,"község",Zala,Zalaegerszegi,216.0,59,30,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
901,"Gór","község",Vas,"Sárvári",1099.0,338,175,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
902,Gordisa,"község",Baranya,"Siklósi",1088.0,304,95,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
903,Gosztola,"község",Zala,Lenti,698.0,56,52,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
904,"Göd","város",Pest,Dunakeszi,2444.0,21876,8237,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",7
905,"Gödöllő","város",Pest,"Gödöllői",6193.0,32524,13635,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",7
906,"Gödre","község",Baranya,"Hegyháti",3993.0,725,382,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
907,"Gölle","község",Somogy,"Kaposvári",4469.0,748,412,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
908,"Gömörszőlős","község","Borsod-Abaúj-Zemplén",Putnoki,877.0,71,50,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
909,"Gönc","város","Borsod-Abaúj-Zemplén","Gönci",3727.0,1930,862,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
910,"Göncruszka","község","Borsod-Abaúj-Zemplén","Gönci",1670.0,672,314,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
911,"Gönyű","község","Győr-Moson-Sopron","Győri",2163.0,3274,1229,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
912,"Görbeháza","község","Hajdú-Bihar","Hajdúnánási",8021.0,2249,1043,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
913,"Görcsöny","község",Baranya,"Pécsi",1852.0,1546,529,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
914,"Görcsönydoboka","község",Baranya,"Mohácsi",951.0,323,177,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
915,"Görgeteg","község",Somogy,"Nagyatádi",3350.0,1019,432,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
916,"Gősfa","község",Zala,Zalaegerszegi,1045.0,305,128,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
917,"Grábóc","község",Tolna,"Bonyhádi",1373.0,139,84,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
918,"Gulács","község","Szabolcs-Szatmár-Bereg","Vásárosnaményi",2335.0,936,359,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
919,"Gutorfölde","község",Zala,Zalaegerszegi,2485.0,878,471,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
920,"Gyál","város",Pest,"Gyáli",2493.0,24376,8408,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",7
921,"Gyalóka","község","Győr-Moson-Sopron",Soproni,393.0,87,48,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
922,"Gyanógeregye","község",Vas,Szombathelyi,707.0,147,63,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
923,Gyarmat,"község","Győr-Moson-Sopron","Téti",2245.0,1340,582,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
924,"Gyékényes","község",Somogy,"Csurgói",3376.0,980,501,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
925,"Gyenesdiás","nagyközség",Zala,Keszthelyi,1850.0,3939,2118,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
926,"Gyepükaján","község","Veszprém","Sümegi",911.0,344,156,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
927,Gyermely,"község","Komárom-Esztergom","Tatabányai",4547.0,1517,594,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
928,"Gyód","község",Baranya,"Pécsi",325.0,777,307,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
929,"Gyomaendrőd","város","Békés","Gyomaendrődi",30394.0,12003,6766,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",7
930,"Gyóró","község","Győr-Moson-Sopron","Kapuvári",1164.0,364,152,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
931,"Gyömöre","község","Győr-Moson-Sopron","Téti",2049.0,1222,503,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
932,"Gyömrő","város",Pest,Monori,2651.0,20332,7347,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",7
933,"Gyöngyfa","község",Baranya,"Szentlőrinci",878.0,138,52,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
934,"Gyöngyös","város",Heves,"Gyöngyösi",5526.0,27645,14908,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",7
935,"Gyöngyösfalu","község",Vas,"Kőszegi",965.0,1099,432,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
936,"Gyöngyöshalász","község",Heves,"Gyöngyösi",2719.0,2546,1075,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
937,"Gyöngyösmellék","község",Baranya,"Szigetvári",1002.0,264,98,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
938,"Gyöngyösoroszi","község",Heves,"Gyöngyösi",2139.0,1459,559,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
939,"Gyöngyöspata","város",Heves,"Gyöngyösi",6075.0,2253,1041,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
940,"Gyöngyössolymos","község",Heves,"Gyöngyösi",6485.0,2757,1250,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
941,"Gyöngyöstarján","község",Heves,"Gyöngyösi",4639.0,2163,977,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
942,"Gyönk","város",Tolna,"Tamási",3812.0,1628,678,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
943,"Győr","megyeszékhely, megyei jogú város","Győr-Moson-Sopron","Győri",17462.0,130191,64363,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",9
944,"Győrasszonyfa","község","Győr-Moson-Sopron",Pannonhalmi,648.0,504,208,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
945,"Györe","község",Tolna,"Bonyhádi",1132.0,569,250,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
946,"Györgytarló","község","Borsod-Abaúj-Zemplén","Sárospataki",3019.0,477,202,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
947,"Györköny","község",Tolna,Paksi,3160.0,974,469,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
948,"Győrladamér","község","Győr-Moson-Sopron","Győri",861.0,1883,647,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
949,"Győröcske","község","Szabolcs-Szatmár-Bereg","Záhonyi",211.0,102,53,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
950,"Győrság","község","Győr-Moson-Sopron","Győri",820.0,1674,668,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
951,"Győrsövényház","község","Győr-Moson-Sopron","Győri",2420.0,806,311,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
952,"Győrszemere","község","Győr-Moson-Sopron","Téti",3310.0,3589,1345,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
953,"Győrtelek","község","Szabolcs-Szatmár-Bereg","Mátészalkai",1477.0,1589,476,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
954,"Győrújbarát","község","Győr-Moson-Sopron","Győri",3360.0,8174,3059,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
955,"Győrújfalu","község","Győr-Moson-Sopron","Győri",737.0,2530,1060,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
956,"Győrvár","község",Vas,"Vasvári",1660.0,603,287,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
957,"Győrzámoly","község","Győr-Moson-Sopron","Győri",2639.0,3892,1293,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
958,Gyugy,"község",Somogy,"Fonyódi",1531.0,312,146,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
959,Gyula,"város","Békés",Gyulai,25579.0,27834,14455,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",7
960,"Gyulaháza","község","Szabolcs-Szatmár-Bereg","Kisvárdai",2207.0,1749,646,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
961,Gyulaj,"község",Tolna,"Dombóvári",7082.0,779,316,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
962,Gyulakeszi,"község","Veszprém",Tapolcai,967.0,628,255,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
963,"Gyúró","község","Fejér","Martonvásári",2439.0,1347,511,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
964,"Gyügye","község","Szabolcs-Szatmár-Bereg","Fehérgyarmati",433.0,276,130,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
965,"Gyüre","község","Szabolcs-Szatmár-Bereg","Vásárosnaményi",1587.0,1182,428,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
966,"Gyűrűs","község",Zala,Zalaegerszegi,419.0,81,52,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
967,"Hács","község",Somogy,"Fonyódi",2128.0,356,185,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
968,"Hagyárosbörönd","község",Zala,Zalaegerszegi,1125.0,319,136,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
969,"Hahót","község",Zala,Nagykanizsai,3901.0,933,459,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
970,"Hajdúbagos","község","Hajdú-Bihar",Derecskei,3744.0,1938,829,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
971,"Hajdúböszörmény","város","Hajdú-Bihar","Hajdúböszörményi",37074.0,29310,12523,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",7
972,"Hajdúdorog","város","Hajdú-Bihar","Hajdúböszörményi",10065.0,8300,3541,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
973,"Hajdúhadház","város","Hajdú-Bihar","Hajdúhadházi",8782.0,13073,4107,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",7
974,"Hajdúnánás","város","Hajdú-Bihar","Hajdúnánási",25961.0,16087,7019,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",7
975,"Hajdúsámson","város","Hajdú-Bihar",Debreceni,6947.0,14170,5117,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",7
976,"Hajdúszoboszló","város","Hajdú-Bihar","Hajdúszoboszlói",23862.0,23918,11935,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",7
977,"Hajdúszovát","község","Hajdú-Bihar","Hajdúszoboszlói",5800.0,2979,1080,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
978,"Hajmás","község",Somogy,"Kaposvári",1111.0,221,73,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
979,"Hajmáskér","község","Veszprém","Veszprémi",3814.0,2925,1247,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
980,"Hajós","város","Bács-Kiskun",Kalocsai,8992.0,2700,1365,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
981,"Halastó","község",Vas,"Körmendi",565.0,79,63,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
982,"Halászi","község","Győr-Moson-Sopron","Mosonmagyaróvári",3645.0,3294,1229,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
983,"Halásztelek","város",Pest,"Szigetszentmiklósi",864.0,12072,4586,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",7
984,Halimba,"község","Veszprém",Ajkai,1262.0,1152,441,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
985,Halmaj,"község","Borsod-Abaúj-Zemplén","Szikszói",1259.0,1701,583,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
986,Halmajugra,"község",Heves,"Gyöngyösi",2168.0,1291,431,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
987,Halogy,"község",Vas,"Körmendi",705.0,277,142,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
988,"Hangács","község","Borsod-Abaúj-Zemplén","Edelényi",2253.0,591,238,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
989,Hangony,"község","Borsod-Abaúj-Zemplén","Ózdi",3914.0,1385,570,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
990,Hantos,"község","Fejér","Sárbogárdi",3696.0,846,367,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
991,Harasztifalu,"község",Vas,"Körmendi",789.0,180,84,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
992,Harc,"község",Tolna,"Szekszárdi",1586.0,760,327,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
993,Harka,"község","Győr-Moson-Sopron",Soproni,1100.0,3076,1020,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
994,"Harkakötöny","község","Bács-Kiskun",Kiskunhalasi,5270.0,707,377,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
995,"Harkány","város",Baranya,"Siklósi",2569.0,4775,2373,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
996,"Háromfa","község",Somogy,"Nagyatádi",4214.0,629,312,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
997,"Háromhuta","község","Borsod-Abaúj-Zemplén","Sárospataki",3780.0,108,93,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
998,"Harsány","község","Borsod-Abaúj-Zemplén",Miskolci,3653.0,1924,809,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
999,"Hárskút","község","Veszprém","Veszprémi",3446.0,667,256,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1000,Harta,"nagyközség","Bács-Kiskun",Kalocsai,12968.0,3332,1602,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1001,"Hásságy","község",Baranya,"Bólyi",800.0,259,141,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1002,Hatvan,"város",Heves,Hatvani,6631.0,19943,9250,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",7
1003,"Hédervár","község","Győr-Moson-Sopron","Mosonmagyaróvári",1428.0,1310,523,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1004,Hedrehely,"község",Somogy,"Kaposvári",2551.0,332,172,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1005,Hegyesd,"község","Veszprém",Tapolcai,1105.0,156,94,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1006,Hegyeshalom,"nagyközség","Győr-Moson-Sopron","Mosonmagyaróvári",5266.0,3709,1739,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1007,Hegyfalu,"község",Vas,"Sárvári",1189.0,737,312,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1008,"Hegyháthodász","község",Vas,"Körmendi",808.0,152,103,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
