src/analytics/multi_city_engine.py:45: unused import 'asyncio' (90% confidence, 1 line)
src/gui/map_visualizer.py:1818: unused method 'highlight_counties' (60% confidence, 6 lines)
src/gui/panel_widgets/api_settings_widget.py:233: unused method 'set_timeout_value' (60% confidence, 6 lines)
src/gui/dialogs/anomaly_settings_dialog.py:25: unused import 'QToolButton' (90% confidence, 7 lines)
src/gui/workers/data_fetch_worker.py:1095: unused method 'is_worker_active' (60% confidence, 7 lines)
src/gui/workers/data_fetch_worker.py:1192: unused function 'validate_date_string' (60% confidence, 7 lines)
src/analytics/multi_city_engine.py:412: unused method 'execute_analytics_query' (60% confidence, 8 lines)
src/data/models.py:1038: unused method 'get_countries_represented' (60% confidence, 8 lines)
src/data/models.py:1242: unused method 'to_location' (60% confidence, 8 lines)
src/gui/control_panel.py:877: unused method 'on_weather_data_completed' (60% confidence, 8 lines)
src/gui/control_panel.py:959: unused method 'refresh_ui_state' (60% confidence, 8 lines)
src/gui/hungarian_location_selector.py:1006: unused method 'get_available_region_display_names' (60% confidence, 8 lines)
src/gui/hungarian_map_tab.py:1608: unused method 'get_location_selector' (60% confidence, 8 lines)
src/gui/hungarian_map_tab.py:1617: unused method 'get_map_visualizer' (60% confidence, 8 lines)
src/gui/hungarian_map_tab.py:1626: unused method 'get_weather_bridge' (60% confidence, 8 lines)
src/gui/hungarian_map_tab.py:1635: unused method 'get_multi_city_engine' (60% confidence, 8 lines)
src/gui/hungarian_map_tab.py:1644: unused method 'get_current_analytics_result' (60% confidence, 8 lines)
src/gui/hungarian_map_tab.py:1653: unused method 'get_current_weather_overlay' (60% confidence, 8 lines)
src/gui/hungarian_map_tab.py:1671: unused method 'has_weather_data' (60% confidence, 8 lines)
src/gui/hungarian_map_tab.py:1680: unused method 'get_current_location' (60% confidence, 8 lines)
src/gui/hungarian_map_tab.py:1791: unused method 'is_folium_ready_status' (60% confidence, 8 lines)
src/gui/hungarian_map_tab.py:1891: unused method 'toggle_auto_sync' (60% confidence, 8 lines)
src/gui/hungarian_map_tab.py:1900: unused method 'toggle_auto_weather_refresh' (60% confidence, 8 lines)
src/gui/map_visualizer.py:1928: unused method 'get_current_map_file' (60% confidence, 8 lines)
src/gui/panel_widgets/query_control_widget.py:909: unused method 'get_current_query_params' (60% confidence, 8 lines)
src/gui/results_panel/extreme_calculator.py:50: unused method 'get_full_text' (60% confidence, 8 lines)
src/gui/results_panel/results_panel.py:531: unused method 'is_loading' (60% confidence, 8 lines)
src/gui/results_panel/results_panel.py:542: unused method 'on_data_loading_started' (60% confidence, 8 lines)
src/gui/results_panel/results_panel.py:551: unused method 'on_data_loading_progress' (60% confidence, 8 lines)
src/gui/utils.py:157: unused class 'ColorVariant' (60% confidence, 8 lines)
src/gui/workers/data_fetch_worker.py:1201: unused function 'calculate_date_range_days' (60% confidence, 8 lines)
src/gui/data_widgets.py:923: unused method 'get_selected_row_data' (60% confidence, 9 lines)
src/gui/utils.py:1358: unused function 'log_theme_change' (60% confidence, 9 lines)
src/gui/workers/data_fetch_worker.py:1075: unused method 'reset_provider_states' (60% confidence, 9 lines)
src/gui/charts/windy_days_chart.py:412: unused method 'get_chart_info' (60% confidence, 10 lines)
src/gui/control_panel.py:886: unused method 'on_controller_error' (60% confidence, 10 lines)
src/gui/panel_widgets/provider_widget.py:427: unused method 'update_usage_stats' (60% confidence, 10 lines)
src/gui/results_panel/results_panel.py:370: unused method 'trigger_extreme_weather_analysis' (60% confidence, 10 lines)
src/gui/results_panel/results_panel.py:1021: unused method 'trigger_windy_days_analysis' (60% confidence, 10 lines)
src/gui/results_panel/results_panel.py:1048: unused method 'apply_theme_by_name' (60% confidence, 10 lines)
src/gui/theme_manager.py:504: unused method 'save_preferences' (60% confidence, 10 lines)
src/gui/workers/analysis_worker.py:564: unused method '_progress_callback' (60% confidence, 10 lines)
src/config.py:253: unused class 'HardwareConfig' (60% confidence, 11 lines)
src/data/models.py:978: unused method 'get_top_results' (60% confidence, 11 lines)
src/data/models.py:990: unused method 'get_bottom_results' (60% confidence, 11 lines)
src/data/models.py:1002: unused method 'get_results_by_country' (60% confidence, 11 lines)
src/data/models.py:1181: unused method 'get_anomalies_for_parameter' (60% confidence, 11 lines)
src/gui/data_widgets.py:180: unused method 'headerData' (60% confidence, 11 lines)
src/gui/hungarian_location_selector.py:1015: unused method 'get_region_counties_mapping' (60% confidence, 11 lines)
src/gui/panel_widgets/__init__.py:75: unused function 'validate_widget_states' (60% confidence, 11 lines)
src/gui/panel_widgets/analysis_type_widget.py:220: unused method 'set_current_type' (60% confidence, 11 lines)
src/gui/panel_widgets/multi_city_widget.py:553: unused method 'get_selection_summary' (60% confidence, 11 lines)
src/gui/panel_widgets/query_control_widget.py:1139: unused function 'create_query_control_widget' (60% confidence, 11 lines)
src/gui/results_panel/results_panel.py:1244: unused function 'create_results_panel' (60% confidence, 11 lines)
src/gui/universal_location_selector.py:553: unused method 'set_current_location' (60% confidence, 11 lines)
src/gui/utils.py:695: unused function 'log_api_source_selection' (60% confidence, 11 lines)
src/data/geo_utils.py:472: unused method 'validate_coordinates' (60% confidence, 12 lines)
src/gui/charts/base_chart.py:368: unused method 'update_style' (60% confidence, 12 lines)
src/gui/color_palette.py:914: unused function 'generate_weather_color_scheme' (60% confidence, 12 lines)
src/gui/panel_widgets/__init__.py:109: unused function 'print_widget_info' (60% confidence, 12 lines)
src/gui/panel_widgets/query_control_widget.py:918: unused method 'get_current_location' (60% confidence, 12 lines)
src/data/models.py:352: unused method 'contains_location' (60% confidence, 13 lines)
src/gui/main_window.py:1883: unused method 'get_hungarian_counties_status' (60% confidence, 13 lines)
src/gui/main_window.py:1911: unused method 'get_cleanup_status' (60% confidence, 13 lines)
src/gui/panel_widgets/query_control_widget.py:1043: unused method 'emergency_cancel' (60% confidence, 13 lines)
src/gui/utils.py:1369: unused function 'log_wind_gusts_event' (60% confidence, 13 lines)
src/data/geo_utils.py:93: unused method 'normalize' (60% confidence, 14 lines)
src/data/geo_utils.py:158: unused method 'get_center' (60% confidence, 14 lines)
src/data/models.py:479: unused method 'get_months_list' (60% confidence, 14 lines)
src/data/weather_client.py:918: unused method 'get_provider_status' (60% confidence, 14 lines)
src/gui/charts/heatmap_chart.py:221: unused method '_get_precipitation_category' (60% confidence, 14 lines)
src/gui/hungarian_location_selector.py:991: unused method 'set_region_by_display_name' (60% confidence, 14 lines)
src/gui/panel_widgets/api_settings_widget.py:205: unused method 'set_api_settings' (60% confidence, 14 lines)
src/gui/results_panel/results_panel.py:1175: unused method 'get_loading_status' (60% confidence, 14 lines)
src/gui/theme_manager.py:483: unused method 'get_semantic_colors' (60% confidence, 14 lines)
src/gui/utils.py:959: unused function 'format_temperature' (60% confidence, 14 lines)
src/gui/utils.py:975: unused function 'format_precipitation' (60% confidence, 14 lines)
src/gui/utils.py:991: unused function 'format_wind_speed' (60% confidence, 14 lines)
src/gui/utils.py:1053: unused function 'is_wind_gusts_extreme' (60% confidence, 14 lines)
src/gui/utils.py:1069: unused function 'is_wind_gusts_hurricane' (60% confidence, 14 lines)
src/gui/utils.py:1085: unused function 'is_wind_gusts_catastrophic' (60% confidence, 14 lines)
src/gui/utils.py:1340: unused function 'get_contrast_ratio' (60% confidence, 14 lines)
src/config.py:266: unused class 'MultiCityConfig' (60% confidence, 15 lines)
src/data/models.py:1143: unused method 'get_anomalies_by_severity' (60% confidence, 15 lines)
src/gui/charts/tooltip_mixin.py:93: unused method 'disable_tooltips' (60% confidence, 15 lines)
src/gui/charts/heatmap_chart.py:236: unused method '_get_wind_category' (60% confidence, 16 lines)
src/gui/color_palette.py:840: unused function 'create_material_palette' (60% confidence, 16 lines)
src/gui/color_palette.py:896: unused function 'generate_color_variants' (60% confidence, 16 lines)
src/gui/hungarian_map_tab.py:1774: unused method 'is_ready' (60% confidence, 16 lines)
src/data/geo_utils.py:485: unused method 'normalize_coordinates' (60% confidence, 17 lines)
src/gui/results_panel/results_panel.py:569: unused method 'on_data_loading_error' (60% confidence, 17 lines)
src/gui/charts/heatmap_chart.py:202: unused method '_get_temperature_category' (60% confidence, 18 lines)
src/gui/utils.py:1141: unused function 'get_wind_gusts_icon' (60% confidence, 18 lines)
src/gui/utils.py:1161: unused function 'get_wind_gusts_color' (60% confidence, 18 lines)
src/gui/workers/data_fetch_worker.py:1286: unused function 'create_comprehensive_worker_manager' (60% confidence, 18 lines)
src/data/models.py:498: unused method 'split_by_years' (60% confidence, 19 lines)
src/gui/panel_widgets/__init__.py:88: unused function 'get_all_widget_states' (60% confidence, 19 lines)
src/gui/workers/data_fetch_worker.py:1211: unused function 'format_api_error' (60% confidence, 19 lines)
src/config.py:231: unused class 'GUIConfig' (60% confidence, 20 lines)
src/data/anomaly_profile_manager.py:566: unused method 'get_current_settings' (60% confidence, 20 lines)
src/gui/charts/__init__.py:99: unused function 'create_chart' (60% confidence, 20 lines)
src/data/models.py:1159: unused method 'get_most_active_days' (60% confidence, 21 lines)
src/gui/hungarian_map_tab.py:1826: unused method 'refresh_all_components' (60% confidence, 21 lines)
src/data/models.py:141: unused method 'to_universal_location' (60% confidence, 22 lines)
src/gui/hungarian_map_tab.py:1698: unused method 'set_region_and_county' (60% confidence, 22 lines)
src/gui/main_window.py:1359: unused method '_update_progress' (60% confidence, 22 lines)
src/gui/results_panel/__init__.py:216: unused function 'get_import_status' (60% confidence, 22 lines)
src/gui/workers/data_fetch_worker.py:1262: unused function 'get_worker_manager_provider_summary' (60% confidence, 22 lines)
src/data/geo_utils.py:390: unused method 'batch_haversine_distances' (60% confidence, 23 lines)
src/data/models.py:1014: unused method 'get_statistics_summary' (60% confidence, 23 lines)
src/data/weather_client.py:940: unused method 'get_current_weather' (60% confidence, 23 lines)
src/data/weather_client.py:964: unused method 'get_weather_for_date_range' (60% confidence, 23 lines)
src/gui/theme_manager.py:680: unused function 'initialize_theme_system' (60% confidence, 23 lines)
src/gui/utils.py:1007: unused function 'format_wind_gusts' (60% confidence, 23 lines)
src/gui/utils.py:1216: unused function 'sanitize_filename' (60% confidence, 23 lines)
src/gui/workers/data_fetch_worker.py:862: unused method 'start_sql_query' (60% confidence, 24 lines)
src/gui/workers/data_fetch_worker.py:952: unused method 'cancel_worker' (60% confidence, 24 lines)
src/config.py:737: unused function 'get_resolved_provider' (60% confidence, 25 lines)
src/gui/color_palette.py:674: unused method 'generate_alert_gradient' (60% confidence, 26 lines)
src/gui/workers/data_fetch_worker.py:1234: unused function 'create_weather_worker_with_provider' (60% confidence, 26 lines)
src/gui/utils.py:379: unused method 'apply_theme_to_widget' (60% confidence, 27 lines)
src/data/models.py:366: unused method 'to_simple_location' (60% confidence, 28 lines)
src/gui/panel_widgets/query_control_widget.py:981: unused method 'save_state' (60% confidence, 28 lines)
src/gui/panel_widgets/query_control_widget.py:1010: unused method 'restore_state' (60% confidence, 30 lines)
src/gui/app_controller.py:1101: unused method 'handle_weather_data_request' (60% confidence, 31 lines)
src/gui/control_panel.py:802: unused method 'set_panel_state' (60% confidence, 31 lines)
src/gui/workers/data_fetch_worker.py:830: unused method 'start_weather_data_fetch' (60% confidence, 31 lines)
src/gui/app_controller.py:826: unused method 'handle_provider_change' (60% confidence, 32 lines)
src/gui/hungarian_map_tab.py:1721: unused method 'focus_on_county' (60% confidence, 32 lines)
src/gui/results_panel/extreme_calculator.py:74: unused method 'calculate_records_by_period' (60% confidence, 33 lines)
src/gui/results_panel/extreme_calculator.py:108: unused method 'generate_text_summary' (60% confidence, 33 lines)
src/gui/utils.py:1181: unused function 'validate_date_range' (60% confidence, 33 lines)
src/data/weather_client.py:55: unused class 'WeatherData' (60% confidence, 34 lines)
src/gui/color_palette.py:519: unused method 'get_color_metrics' (60% confidence, 35 lines)
src/gui/app_controller.py:1027: unused method 'handle_city_selection' (60% confidence, 36 lines)
src/gui/color_palette.py:555: unused method 'suggest_accessible_variants' (60% confidence, 37 lines)
src/gui/utils.py:1101: unused function 'get_weather_icon' (60% confidence, 38 lines)
src/config.py:654: unused function 'validate_config' (60% confidence, 39 lines)
src/config.py:695: unused function 'get_active_data_sources' (60% confidence, 40 lines)
src/gui/utils.py:879: unused function 'get_provider_recommendation' (60% confidence, 42 lines)
src/gui/charts/__init__.py:120: unused function 'get_chart_info' (60% confidence, 45 lines)
src/gui/utils.py:1276: unused function 'calculate_wind_gusts_statistics' (60% confidence, 45 lines)
src/gui/app_controller.py:861: unused method 'handle_search_request' (60% confidence, 46 lines)
src/config.py:590: unused function 'check_environment' (60% confidence, 47 lines)
src/gui/color_palette.py:595: unused method 'simulate_color_blindness' (60% confidence, 47 lines)
src/gui/results_panel/utils.py:208: unused method 'validate_dataframe' (60% confidence, 55 lines)
src/gui/color_palette.py:418: unused method 'generate_harmony' (60% confidence, 63 lines)
src/gui/results_panel/utils.py:437: unused method 'analyze_wind_series' (60% confidence, 80 lines)
src/gui/data_widgets.py:90: unused class 'WeatherTableModel' (60% confidence, 108 lines)
src/gui/results_panel/extreme_calculator.py:60: unused class 'ExtremeCalculator' (60% confidence, 634 lines)
